Engine Size(L),Cylinders,Gearbox_Type,Gearbox_Number,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Model Features_Flexible-fuel vehicle,Model Features_Four-wheel drive,Model Features_Long wheelbase,Model Features_Short wheelbase,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Fuel Type_E,Fuel Type_N,Fuel Type_X,Fuel Type_Z,Make
3.8,6,0,7.0,12.3,8.9,10.8,26,248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PORSCHE
8.4,10,0,6.0,19.4,11.3,15.8,18,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DODGE
3.0,6,1,9.0,12.8,8.5,10.8,26,253,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MERCEDES-BENZ
1.4,4,0,6.0,8.4,6.3,7.4,38,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CHEVROLET
1.0,3,1,6.0,8.6,8.1,8.4,34,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,FORD
3.3,6,1,6.0,13.2,9.7,11.6,24,275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KIA
2.0,4,1,7.0,10.5,8.1,9.4,30,216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,MERCEDES-BENZ
2.5,4,1,6.0,12.7,9.6,11.3,25,265,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMC
2.0,4,1,8.0,10.3,6.9,8.8,32,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BMW
2.0,4,1,6.0,10.2,8.1,9.2,31,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,FORD
1.8,4,0,6.0,9.4,7.1,8.4,34,195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,HONDA
6.0,12,0,7.0,23.2,14.4,19.2,15,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,ASTON MARTIN
1.6,4,0,7.0,9.1,7.7,8.5,33,199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,KIA
3.0,6,0,6.0,13.8,9.4,11.9,24,280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,BMW
3.0,6,1,9.0,12.3,8.5,10.6,27,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MERCEDES-BENZ
4.0,6,1,5.0,14.2,11.1,12.8,22,294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,TOYOTA
3.8,6,0,7.0,12.2,8.7,10.6,27,244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PORSCHE
5.6,8,1,7.0,17.4,12.1,15.0,19,345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,INFINITI
2.0,4,1,6.0,11.8,8.4,10.3,27,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,FORD
2.0,4,0,6.0,8.9,7.1,8.1,35,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,MAZDA
1.0,3,0,6.0,7.8,5.7,6.8,42,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FORD
2.0,4,1,6.0,9.2,7.0,8.2,34,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MINI
3.5,6,1,6.0,17.8,12.1,15.2,19,254,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FORD
3.0,6,1,7.0,12.1,8.1,10.3,27,242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,INFINITI
6.2,8,0,7.0,18.1,12.6,15.6,18,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,MERCEDES-BENZ
2.0,4,1,6.0,8.9,7.1,8.1,35,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,MAZDA
3.5,6,1,6.0,11.3,7.5,9.6,29,221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TOYOTA
3.5,6,1,8.0,10.5,7.1,9.0,31,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TOYOTA
4.4,8,1,8.0,14.5,10.7,12.8,22,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BMW
3.7,6,1,7.0,12.6,9.1,11.0,26,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NISSAN
2.0,4,1,8.0,11.0,7.8,9.5,30,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CADILLAC
5.3,8,1,6.0,15.8,11.1,13.7,21,321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GMC
1.4,4,0,7.0,5.6,4.9,5.3,53,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VOLKSWAGEN
3.8,6,0,7.0,14.3,10.9,12.7,22,297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PORSCHE
3.5,6,1,6.854092526690391,12.1,8.9,10.7,26,250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NISSAN
3.5,6,1,6.0,13.7,10.2,12.1,23,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,FORD
3.8,6,0,7.0,13.7,9.6,11.9,24,274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PORSCHE
2.0,4,1,8.0,11.0,7.6,9.5,30,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LEXUS
6.2,8,1,8.0,16.4,11.7,14.3,20,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,CADILLAC
2.0,4,1,6.0,9.3,7.1,8.3,34,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MINI
3.5,6,1,8.0,12.0,8.9,10.6,27,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,TOYOTA
2.0,4,1,6.0,9.7,7.2,8.6,33,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SUBARU
6.2,8,1,7.0,17.9,12.3,15.4,18,354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MERCEDES-BENZ
1.8,4,1,6.0,9.5,7.2,8.5,33,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,VOLKSWAGEN
4.8,8,1,6.0,21.3,14.3,18.1,16,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,CHEVROLET
2.0,4,1,8.0,11.1,7.3,9.4,30,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,VOLVO
6.2,8,1,6.0,18.8,13.4,16.4,17,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GMC
2.4,4,1,6.854092526690391,11.7,10.3,11.1,25,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,JEEP
3.0,6,1,8.0,11.2,7.8,9.7,29,227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,BMW
3.0,6,1,8.0,14.6,9.6,12.4,23,285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAGUAR
3.3,6,1,8.0,13.6,9.5,11.8,24,280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENESIS
1.8,4,1,6.854092526690391,8.1,6.3,7.3,39,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TOYOTA
2.4,4,1,6.0,10.1,6.8,8.6,33,202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DODGE
4.4,8,1,8.0,15.2,9.8,12.8,22,294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BMW
3.5,6,1,6.0,13.6,9.9,12.4,23,291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FORD
5.3,8,1,6.0,16.8,11.3,14.3,20,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,CHEVROLET
6.4,8,0,6.0,16.7,10.4,13.9,20,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DODGE
4.0,6,1,5.0,16.1,11.9,14.2,20,327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NISSAN
5.5,8,1,7.0,17.3,13.5,15.6,18,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,MERCEDES-BENZ
3.5,6,1,6.854092526690391,11.9,9.0,10.6,27,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INFINITI
4.2,8,0,7.0,14.8,10.6,12.9,22,297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,AUDI
2.0,4,0,6.0,8.7,6.6,7.8,36,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MAZDA
2.0,4,1,8.0,9.8,8.8,9.3,30,219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FORD
3.0,6,1,8.0,11.1,7.8,9.6,29,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BMW
3.6,6,1,8.0,12.9,9.7,11.5,25,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,PORSCHE
2.0,4,1,6.0,8.9,6.5,7.8,36,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,MAZDA
3.5,6,1,7.0,10.6,7.3,9.1,31,214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NISSAN
1.8,4,1,6.0,9.6,7.0,8.4,34,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,VOLKSWAGEN
2.7,6,1,10.0,12.7,9.8,11.4,25,268,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FORD
6.6,12,1,8.0,19.6,12.8,16.5,17,387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ROLLS-ROYCE
3.5,6,1,6.0,13.5,9.8,11.9,24,278,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FORD
3.0,6,1,8.0,11.2,8.4,9.9,29,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,JEEP
6.4,8,1,8.0,18.3,12.2,15.6,18,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DODGE
6.7,12,1,8.0,20.0,11.8,16.3,17,382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ROLLS-ROYCE
3.5,6,1,10.0,14.9,11.3,13.3,21,310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,LINCOLN
3.6,6,1,9.0,12.4,8.4,10.6,27,249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CHRYSLER
5.3,8,1,6.0,15.0,10.7,13.1,22,307,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GMC
3.5,6,1,7.0,11.7,8.5,10.3,27,242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NISSAN
5.0,8,0,6.0,15.5,9.4,12.7,22,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,FORD
1.5,4,1,6.854092526690391,4.6,5.3,4.9,58,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HONDA
5.6,8,1,7.0,15.0,11.2,13.3,21,312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NISSAN
3.5,6,1,9.0,11.2,7.5,9.6,29,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ACURA
2.5,4,1,6.854092526690391,5.6,6.2,5.9,48,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TOYOTA
3.6,6,1,6.0,11.9,8.2,10.2,28,235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SUBARU
4.3,6,1,6.0,14.2,10.7,12.6,22,296,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CHEVROLET
2.7,6,0,7.0,10.7,7.4,9.2,31,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,PORSCHE
1.6,4,0,7.0,8.9,7.0,8.1,35,189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HYUNDAI
4.8,8,1,6.0,21.3,14.3,18.2,16,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,CHEVROLET
2.7,4,1,6.0,11.4,8.2,10.0,28,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TOYOTA
2.0,4,0,6.0,14.2,10.5,12.5,23,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MITSUBISHI
2.0,4,1,6.0,9.3,7.3,8.4,34,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MINI
3.6,6,1,8.0,16.8,10.3,13.9,20,222,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DODGE
2.0,4,1,6.0,11.7,9.4,10.7,26,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,VOLKSWAGEN
3.0,6,1,8.0,15.9,9.7,13.1,22,301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MASERATI
4.2,8,0,6.0,20.5,11.7,16.6,17,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,AUDI
2.4,4,1,6.854092526690391,11.7,10.3,11.1,25,259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,JEEP
2.5,4,1,6.0,7.1,7.7,7.4,38,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,LEXUS
3.5,6,1,6.0,13.9,9.8,12.1,23,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,FORD
3.5,6,1,6.0,16.1,12.7,14.6,19,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,FORD
3.6,6,0,6.0,14.4,8.4,11.7,24,274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CHEVROLET
2.0,4,1,6.0,8.1,6.4,7.4,38,198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,VOLKSWAGEN
4.0,8,0,7.0,13.4,8.8,11.4,25,265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AUDI
2.0,4,1,8.0,10.2,7.8,9.2,31,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,JAGUAR
2.0,4,1,7.0,8.3,6.4,7.5,38,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SUBARU
6.4,8,1,5.0,16.7,10.3,13.8,20,317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DODGE
2.5,4,1,6.0,16.8,12.0,14.6,19,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,FORD
3.0,6,1,8.0,12.0,7.9,10.2,28,238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BMW
4.0,6,0,6.0,18.0,11.5,15.1,19,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,PORSCHE
1.4,4,1,6.0,8.7,6.9,7.9,36,183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FIAT
1.8,4,1,6.0,9.4,6.8,8.2,34,193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,VOLKSWAGEN
3.8,6,0,6.0,13.1,9.9,11.6,24,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,PORSCHE
2.5,4,1,6.0,8.8,6.4,7.7,37,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MAZDA
1.8,4,1,6.854092526690391,5.5,5.9,5.7,50,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LEXUS
3.6,6,1,6.0,14.2,9.4,12.1,23,278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,DODGE
3.6,6,1,9.0,11.7,8.2,10.1,28,238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BUICK
6.4,8,1,8.0,15.7,9.5,12.9,22,302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DODGE
3.0,6,1,10.0,11.2,8.4,9.9,29,266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FORD
2.5,4,1,8.0,8.1,5.7,6.9,41,164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TOYOTA
6.0,8,1,6.0,21.9,15.0,18.8,15,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,GMC
2.0,4,0,6.0,11.4,7.7,9.7,29,227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MINI
3.6,6,1,6.0,14.2,9.8,12.3,23,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,CADILLAC
2.5,4,1,6.0,11.9,8.7,10.4,27,244,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FORD
5.4,8,1,6.0,18.2,13.3,16.0,18,368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,FORD
4.0,8,0,7.0,15.9,11.8,14.0,20,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,MERCEDES-BENZ
5.2,10,0,7.0,18.0,12.9,15.7,18,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,LAMBORGHINI
1.8,4,0,5.0,9.0,6.8,8.0,35,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CHEVROLET
2.0,4,0,6.0,10.8,7.5,9.3,30,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AUDI
2.0,4,0,6.0,10.9,7.9,9.6,29,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SCION
5.0,8,1,8.0,20.6,13.6,17.5,16,280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,JAGUAR
2.5,4,1,6.0,9.8,7.9,8.9,32,205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,MAZDA
5.7,8,1,8.0,16.1,11.5,14.0,20,328,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,RAM
3.3,6,1,6.0,13.9,10.8,12.5,23,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,HYUNDAI
3.6,6,1,9.0,12.4,7.5,10.2,28,235,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CHRYSLER
3.6,6,1,6.0,17.2,11.6,14.7,19,246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CHEVROLET
1.4,4,0,6.0,8.9,7.0,8.0,35,189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CHEVROLET
5.3,8,1,6.0,19.7,13.9,17.1,17,284,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,GMC
3.0,6,0,6.0,13.7,9.0,11.6,24,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BMW
5.3,8,1,6.0,14.9,10.6,13.0,22,299,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GMC
1.6,4,1,7.0,8.9,7.3,8.2,34,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NISSAN
2.0,4,1,7.0,10.3,7.6,9.1,31,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,MERCEDES-BENZ
2.0,4,0,6.0,10.2,7.3,8.9,32,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FORD
5.0,8,1,6.0,22.2,16.5,19.6,14,326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FORD
3.6,6,1,6.0,17.0,11.2,14.4,20,230,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CHRYSLER
3.6,6,1,8.0,13.4,9.6,11.7,24,274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CHEVROLET
2.7,4,1,6.0,12.1,10.1,11.2,25,263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TOYOTA
5.3,8,1,6.0,14.6,10.3,12.7,22,298,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CHEVROLET
3.5,6,1,10.0,13.9,11.2,12.7,22,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FORD
3.5,6,1,6.0,19.7,14.1,17.2,16,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,FORD
3.6,6,1,6.0,14.6,10.2,12.6,22,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,CHEVROLET
3.0,6,1,10.0,12.6,9.1,11.0,26,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CADILLAC
3.0,6,1,8.0,14.0,9.0,11.8,24,276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAGUAR
2.4,4,1,6.854092526690391,11.7,10.3,11.1,25,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,JEEP
2.0,4,1,8.0,10.7,7.8,9.4,30,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,VOLVO
2.0,4,1,9.0,11.2,8.0,9.8,29,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,JEEP
2.0,4,1,10.0,7.7,6.1,7.0,40,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TOYOTA
3.8,6,1,8.0,11.9,8.8,10.5,27,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,HYUNDAI
2.9,6,1,8.0,13.3,8.7,11.3,25,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,AUDI
3.6,6,1,8.0,12.2,8.6,10.6,27,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CADILLAC
2.7,6,1,10.0,12.0,9.4,10.8,26,253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FORD
2.0,4,1,7.0,13.1,9.8,11.6,24,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MERCEDES-BENZ
2.0,4,1,8.0,10.9,7.5,9.4,30,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,BMW
8.4,10,0,6.0,19.2,11.3,15.6,18,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DODGE
6.0,12,1,8.0,16.7,10.9,14.1,20,332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,ASTON MARTIN
2.0,4,1,6.854092526690391,7.9,6.1,7.1,40,167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HONDA
6.0,12,1,7.0,17.6,10.8,14.5,19,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,MERCEDES-BENZ
2.7,6,1,6.0,14.0,9.5,12.0,24,281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LINCOLN
3.8,8,1,8.0,16.0,10.8,13.7,21,321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MASERATI
